time,datetime_utc,px,sz,side,notional,tid
1774151250277,2026-03-22 03:47:30.277,69267.0,0.003,B,207.80100000000002,781560883747734
1774151250277,2026-03-22 03:47:30.277,69268.0,0.00017,B,11.77556,34535157157042
1774151250277,2026-03-22 03:47:30.277,69268.0,0.00016,B,11.082880000000001,487886459684546
1774151250277,2026-03-22 03:47:30.277,69268.0,0.00015,B,10.390199999999998,1000601742766604
1774151250277,2026-03-22 03:47:30.277,69269.0,0.00017,B,11.775730000000001,241178721037620
1774151250277,2026-03-22 03:47:30.277,69269.0,0.0093,B,644.2017,294586709062176
1774151250681,2026-03-22 03:47:30.681,69269.0,0.00064,B,44.33216,485279243455342
1774151251065,2026-03-22 03:47:31.065,69269.0,0.00303,B,209.88507,1010028334665890
1774151251671,2026-03-22 03:47:31.671,69269.0,0.00035,B,24.24415,68480592542179
1774151254048,2026-03-22 03:47:34.048,69268.0,0.00142,A,98.36056,915474356788104
1774151254048,2026-03-22 03:47:34.048,69268.0,0.0003,A,20.780399999999997,1101247107878500
1774151254048,2026-03-22 03:47:34.048,69268.0,0.00022,A,15.23896,617858541223520
1774151255626,2026-03-22 03:47:35.626,69269.0,0.00017,B,11.775730000000001,966733722104274
1774151255626,2026-03-22 03:47:35.626,69269.0,0.00049,B,33.94181,1098967279669887
1774151257337,2026-03-22 03:47:37.337,69268.0,0.02887,A,1999.7671599999999,1037614110917746
1774151257337,2026-03-22 03:47:37.337,69267.0,0.00015,A,10.390049999999999,869093559102334
1774151257337,2026-03-22 03:47:37.337,69266.0,0.00017,A,11.775220000000001,58184882686066
1774151258051,2026-03-22 03:47:38.051,69263.0,2e-05,B,1.3852600000000002,85492824378487
1774151258051,2026-03-22 03:47:38.051,69263.0,0.00014,B,9.696819999999999,610799542575542
1774151258249,2026-03-22 03:47:38.249,69262.0,0.00144,A,99.73728000000001,550377951269958
1774151262574,2026-03-22 03:47:42.574,69262.0,0.02887,A,1999.59394,1035770587976692
1774151262574,2026-03-22 03:47:42.574,69262.0,0.00017,A,11.77454,338053515641829
1774151262574,2026-03-22 03:47:42.574,69261.0,0.02887,A,1999.5650699999999,928677634609395
1774151262574,2026-03-22 03:47:42.574,69261.0,0.00017,A,11.774370000000001,770540925302376
1774151262574,2026-03-22 03:47:42.574,69260.0,0.00016,A,11.081600000000002,186740919241838
