time,datetime_utc,px,sz,side,notional,tid
1774165648503,2026-03-22 07:47:28.503,68954.0,0.0163,B,1123.9502,850185447867800
1774165648503,2026-03-22 07:47:28.503,68954.0,1.01509,B,69994.51586,480076100564269
1774165648503,2026-03-22 07:47:28.503,68954.0,0.35,B,24133.899999999998,980189993545564
1774165648503,2026-03-22 07:47:28.503,68954.0,0.1152,B,7943.5008,408719298180691
1774165648503,2026-03-22 07:47:28.503,68954.0,0.08,B,5516.32,697613177886494
1774165648503,2026-03-22 07:47:28.503,68954.0,0.20553,B,14172.115619999999,828876343513858
1774165648503,2026-03-22 07:47:28.503,68954.0,0.38271,B,26389.38534,511665772686027
1774165648503,2026-03-22 07:47:28.503,68954.0,0.21,B,14480.34,484843093183726
1774165648503,2026-03-22 07:47:28.503,68954.0,0.08,B,5516.32,374739477773128
1774165648503,2026-03-22 07:47:28.503,68954.0,0.25392,B,17508.79968,363979355026134
1774165648503,2026-03-22 07:47:28.503,68954.0,0.20039,B,13817.692060000001,666854819907410
1774165648503,2026-03-22 07:47:28.503,68954.0,0.21,B,14480.34,196706883529459
1774165648503,2026-03-22 07:47:28.503,68954.0,0.21,B,14480.34,371394311384212
1774165648503,2026-03-22 07:47:28.503,68954.0,0.35,B,24133.899999999998,895078871074292
1774165648503,2026-03-22 07:47:28.503,68954.0,0.12692,B,8751.64168,1048488673873053
1774165648503,2026-03-22 07:47:28.503,68954.0,0.19394,B,13372.938760000001,862031276801072
1774165649370,2026-03-22 07:47:29.370,68954.0,0.00017,B,11.722180000000002,32941558231238
1774165649370,2026-03-22 07:47:29.370,68954.0,0.07289,B,5026.05706,432896841982240
1774165649370,2026-03-22 07:47:29.370,68954.0,0.01449,B,999.14346,554830771792803
1774165649370,2026-03-22 07:47:29.370,68954.0,0.00145,B,99.9833,399430112105371
1774165649370,2026-03-22 07:47:29.370,68955.0,0.00015,B,10.34325,469399057187571
1774165649370,2026-03-22 07:47:29.370,68955.0,0.00017,B,11.72235,429837914901053
1774165649370,2026-03-22 07:47:29.370,68956.0,0.00017,B,11.722520000000001,746383681340403
1774165649370,2026-03-22 07:47:29.370,68957.0,0.00017,B,11.72269,251409157172261
1774165649370,2026-03-22 07:47:29.370,68957.0,0.00015,B,10.343549999999999,696070508642451
1774165649370,2026-03-22 07:47:29.370,68958.0,0.00017,B,11.72286,1048226249848608
1774165649370,2026-03-22 07:47:29.370,68958.0,0.07624,B,5257.35792,814930260180815
1774165649370,2026-03-22 07:47:29.370,68958.0,0.03378,B,2329.4012399999997,415330204719996
1774165649765,2026-03-22 07:47:29.765,68959.0,0.00022,A,15.17098,666949150571065
1774165650512,2026-03-22 07:47:30.512,68959.0,0.01,A,689.59,769930912824835
1774165651129,2026-03-22 07:47:31.129,68959.0,0.00238,A,164.12242,317799685812561
1774165651129,2026-03-22 07:47:31.129,68960.0,0.25,B,17240.0,311591040213636
1774165651129,2026-03-22 07:47:31.129,68960.0,0.26666,B,18388.8736,1075368105162218
1774165651183,2026-03-22 07:47:31.183,68960.0,0.2,B,13792.0,846903050427261
1774165651183,2026-03-22 07:47:31.183,68960.0,0.25,B,17240.0,471928249410467
1774165651183,2026-03-22 07:47:31.183,68960.0,0.25,B,17240.0,714813791587030
1774165651183,2026-03-22 07:47:31.183,68960.0,0.25,B,17240.0,439355250240812
1774165651183,2026-03-22 07:47:31.183,68960.0,0.83466,B,57558.1536,200599781143958
1774165651183,2026-03-22 07:47:31.183,68961.0,0.00024,B,16.55064,579013218147652
1774165651183,2026-03-22 07:47:31.183,68961.0,0.00016,B,11.033760000000001,625788933281617
1774165651183,2026-03-22 07:47:31.183,68961.0,0.00017,B,11.723370000000001,563706085365708
1774165651183,2026-03-22 07:47:31.183,68961.0,0.00015,B,10.344149999999999,98969352615387
1774165651183,2026-03-22 07:47:31.183,68962.0,0.00017,B,11.723540000000002,1090504486289805
1774165651183,2026-03-22 07:47:31.183,68963.0,0.00017,B,11.72371,940863730101478
1774165651183,2026-03-22 07:47:31.183,68963.0,0.00015,B,10.344449999999998,27395656933863
1774165651183,2026-03-22 07:47:31.183,68964.0,0.00017,B,11.723880000000001,793791804847969
